"","ID","Drug","MOSE","M378","SpecificToMOSE","SpecificToM378"
"656","B8600","Thiamine pyrophosphate",0.766241413,0.912939931,"Not Specific","Not Specific"
"657","B8604","L-Arginine (hydrochloride)",0.752109912,0.922466261,"Not Specific","Not Specific"
"658","B8605","3,4-Dihydroxyphenylacetic Acid",0.893424926,0.906589045,"Not Specific","Not Specific"
"659","B8606","R-(−)-Mandelic Acid",0.904416094,0.871659169,"Not Specific","Not Specific"
"660","B8610","Baccatin III",0.86673209,0.881185499,"Not Specific","Not Specific"
"661","B8625","5-hydroxy Indole-3-acetic Acid",1.102257115,1.055834877,"Not Specific","Not Specific"
"662","B8626","L-α-Phosphatidylcholine",0.879293425,0.981211961,"Not Specific","Not Specific"
"663","B8631","Vitamin K1",0.822767419,0.887536385,"Not Specific","Not Specific"
"664","B8632","L-Cycloserine",0.836898921,0.866896004,"Not Specific","Not Specific"
"665","B8654","Oxindole",0.835328754,0.855781953,"Not Specific","Not Specific"
"666","B8658","5-Hydroxymethyl-2-furancarboxylic acid",0.781943081,0.83355385,"Not Specific","Not Specific"
"667","B8660","Vitamin A",0.838469087,0.873246891,"Not Specific","Not Specific"
"668","B8667","Cilastatin",0.803925417,0.900238158,"Not Specific","Not Specific"
"669","B8669","Ceftazidime pentahydrate",0.819627085,0.952632972,"Not Specific","Not Specific"
"670","B8679","Terconazole",0.876153091,0.884360942,"Not Specific","Not Specific"
"671","B8682","Nitrofurantoin",0.860451423,0.682720296,"Not Specific","Not Specific"
"672","B8683","Guanethidine (sulfate)",1.11952895,1.038369939,"Not Specific","Not Specific"
"673","B8692","Penicillamine",0.884003925,0.966922466,"Not Specific","Not Specific"
"674","B8694","Atropine",0.902845927,0.91135221,"Not Specific","Not Specific"
"675","B8698","Farnesyl Alcohol",0.86202159,0.885948664,"Not Specific","Not Specific"
"676","B8704","Sevoflurane",0.86673209,0.874834612,"Not Specific","Not Specific"
"677","B8714","Quinine",0.79764475,0.871659169,"Not Specific","Not Specific"
"678","B8721","Diallyl Sulfide",0.884003925,0.878010056,"Not Specific","Not Specific"
"679","C3055","3-acetyl-11-keto-β-Boswellic Acid",0.816486752,0.871659169,"Not Specific","Not Specific"
"680","C3086","Monoacetylphloroglucinol",0.80235525,0.895474993,"Not Specific","Not Specific"
"681","C3088","Cyclic AMP",0.854170756,0.984387404,"Not Specific","Not Specific"
"682","C3092","Nervonic Acid",0.840039254,0.905001323,"Not Specific","Not Specific"
"683","C3098","L-Acetylcarnitine (hydrochloride)",1.262414132,1.052659434,"Not Specific","Not Specific"
"684","C3108","Linoleic Acid",0.913837095,1.006615507,"Not Specific","Not Specific"
"685","C3119","Clenbuterol (hydrochloride)",0.937389598,0.897062715,"Not Specific","Not Specific"
"686","C3134","Guanosine 5'-monophosphate (sodium salt)",0.942100098,0.870071447,"Not Specific","Not Specific"
"687","C3154","Hydrocortisone 21-hemisuccinate (sodium salt)",0.840039254,0.801799418,"Not Specific","Not Specific"
"688","C3233","Tauroursodeoxycholic Acid",0.873012758,0.85260651,"Not Specific","Not Specific"
"689","C3241","Oxyresveratrol",0.893424926,0.825615242,"Not Specific","Not Specific"
"690","C3253","α-Asarone",0.905986261,0.874834612,"Not Specific","Not Specific"
"691","C3278","Proxyphylline",0.852600589,0.862132839,"Not Specific","Not Specific"
"692","C3290","Indole-3-Acetic Acid (sodium salt)",0.86202159,0.887536385,"Not Specific","Not Specific"
"693","C3310","Sofalcone",0.835328754,0.90182588,"Not Specific","Not Specific"
"694","C3338","Vincamine",1.322080471,1.027255888,"Not Specific","Not Specific"
"695","C3349","Purpurin",1.276545633,0.909764488,"Not Specific","Not Specific"
"696","C3353","α-Naphthoflavone",1.165063788,0.830378407,"Not Specific","Not Specific"
"697","C3359","Glycochenodeoxycholic Acid (sodium salt)",1.022178606,0.900238158,"Not Specific","Not Specific"
"698","C3421","Ginkgolic Acid C15:1",1.064573111,0.917703096,"Not Specific","Not Specific"
"699","C3436","D-(+)-Raffinose (hydrate)",1.048871443,0.868483726,"Not Specific","Not Specific"
"700","C3439","1-Aminocyclopropanecarboxylic Acid",1.061432777,0.878010056,"Not Specific","Not Specific"
"701","C3459","Taurocholic Acid (sodium salt)",1.028459274,0.871659169,"Not Specific","Not Specific"
"702","C3483","L-(−)-Glucose",1.011187439,0.879597777,"Not Specific","Not Specific"
"703","C3486","Thymidine",1.019038273,0.94151892,"Not Specific","Not Specific"
"704","C3564","2,3-Butanedione-2-monoxime",0.945240432,1.00979095,"Not Specific","Not Specific"
"705","C3589","L-(−)-Fucose",0.914752425,0.702868852,"Not Specific","Not Specific"
"706","C3648","Stachydrine (hydrochloride)",0.934405309,0.732991803,"Not Specific","Not Specific"
"707","C3760","10-HDA",1.148800408,0.773155738,"Not Specific","Not Specific"
"708","C3763","Arachidic Acid",1.093415008,0.721516393,"Not Specific","Specific"
"709","C3770","Juglone",1.08805513,0.744467213,"Not Specific","Not Specific"
"710","C3789","DL-α-Lipoic Acid",1.004083716,0.796106557,"Not Specific","Not Specific"
"711","C3812","Cefonicid (sodium salt)",0.998723839,0.628278689,"Not Specific","Specific"
"712","C3816","Pentoxifylline",0.982644206,0.57807377,"Not Specific","Specific"
"713","C3825","5-Methyl-2'-deoxycytidine",0.941551812,0.672745902,"Not Specific","Not Specific"
"714","C3862","Tropine",0.932618683,0.724385246,"Not Specific","Not Specific"
"715","C3929","Trehalose (hydrate)",0.920112302,0.613934426,"Not Specific","Not Specific"
"716","C3936","25-hydroxy Cholesterol",1.071975498,0.842008197,"Not Specific","Not Specific"
"717","C3945","Glycocholic Acid",0.918325676,0.843442623,"Not Specific","Not Specific"
"718","C3962","5-Methylcytidine",1.038029607,0.880737705,"Not Specific","Not Specific"
"719","C3969","Stearic Acid methyl ester",1.007656968,0.728688525,"Not Specific","Not Specific"
"720","C3973","Muscone",1.064828994,0.765983607,"Not Specific","Not Specific"
"721","C3991","Cefadroxil (hydrate)",0.918325676,0.895081967,"Not Specific","Not Specific"
"722","C3999","5-hydroxy-L-Tryptophan",0.9683512,0.725819672,"Not Specific","Not Specific"
"723","C4002","1,2-Dipalmitoyl-sn-glycero-3-PC",0.9683512,0.7875,"Not Specific","Not Specific"
"724","C4035","Triclosan",1.009443594,0.741598361,"Not Specific","Not Specific"
"725","C4042","L-Selenomethionine",1.025523226,0.760245902,"Not Specific","Not Specific"
"726","C4060","trans-Zeatin",0.977284329,0.745901639,"Not Specific","Not Specific"
"727","C4061","all-trans Retinal",1.245278203,0.920901639,"Not Specific","Not Specific"
"728","C4068","Nonadecanoic Acid methyl ester",0.884379786,0.811885246,"Not Specific","Not Specific"
"729","C4102","Maltotriose",0.83971414,0.839139344,"Not Specific","Not Specific"
"730","C4157","Pyrogallol",1.179173047,0.875,"Not Specific","Not Specific"
"731","C4159","Tyramine",1.122001021,0.81045082,"Not Specific","Not Specific"
"732","C4183","Cefazolin (sodium salt)",1.113067892,0.887909836,"Not Specific","Not Specific"
"733","C4188","Docosahexaenoic Acid",1.127360898,0.81045082,"Not Specific","Not Specific"
"734","C4195","Menaquinone 4",1.116641143,0.85204918,"Not Specific","Not Specific"
"735","C4201","Androsterone",0.977284329,0.695696721,"Not Specific","Not Specific"
"736","C4223","Arachidonic Acid",1.004083716,0.702868852,"Not Specific","Not Specific"
"737","C4245","Tazobactam (sodium salt)",0.936191935,0.760245902,"Not Specific","Not Specific"
"738","C4290","Atrazine",1.145227157,0.943852459,"Not Specific","Not Specific"
"739","C4294","Phosphoenolpyruvic Acid (potassium salt)",0.905819296,0.870696721,"Not Specific","Not Specific"
"740","C4313","Myristic Acid",0.984430832,0.857786885,"Not Specific","Not Specific"
"741","C4341","Adenosine-5'-diphosphate",1.007656968,0.942418033,"Not Specific","Not Specific"
"742","C4360","Guaiacol",1.116641143,0.780327869,"Not Specific","Not Specific"
"743","C4379","3-methoxy Tyramine (hydrochloride)",1.229198571,0.829098361,"Not Specific","Not Specific"
"744","C4445","2-D08",1.289943849,0.820491803,"Not Specific","Not Specific"
"745","C4449","Scopoletin",1.188106177,0.811885246,"Not Specific","Not Specific"
"746","C4495","NADH (sodium salt)",1.052322614,0.88647541,"Not Specific","Not Specific"
"747","C4511","4-Pyridylthioamide",1.050535988,0.807581967,"Not Specific","Not Specific"
"748","C4588","Cefotaxime (sodium salt)",1.013016845,0.842008197,"Not Specific","Not Specific"
"749","C4604","Docosanoic acid",1.166666667,1.004098361,"Not Specific","Not Specific"
"750","C4607","Stearic Acid",0.911179173,0.870696721,"Not Specific","Not Specific"
"751","C4608","N6-(Δ2-Isopentenyl)adenine",1.046962736,0.836270492,"Not Specific","Not Specific"
"752","C4613","Norgestrel",1.070188872,0.827663934,"Not Specific","Not Specific"
"753","C4631","Cytidine 5'-triphosphate (sodium salt)",1.270290965,0.823360656,"Not Specific","Not Specific"
"754","C4733","Sulforaphane",1.236345074,1.001229508,"Not Specific","Not Specific"
"755","C4832","Maslinic Acid",1.075548749,0.899385246,"Not Specific","Not Specific"
"756","C4833","L-Biopterin",1.000510465,0.866393443,"Not Specific","Not Specific"
"757","C4849","Cefoxitin (sodium salt)",1.071975498,0.936680328,"Not Specific","Not Specific"
"758","C4902","Pentadecanoic Acid",1.025523226,0.846311475,"Not Specific","Not Specific"
"759","C4910","Spermine",1.027309852,0.816188525,"Not Specific","Not Specific"
"760","C4977","Oleic Acid",1.114854518,0.986885246,"Not Specific","Not Specific"
"761","C4992","2'-Deoxyadenosine-5'-monophosphate",0.880806534,1.021311475,"Not Specific","Not Specific"
"762","C5035","Thymoquinone",1.018376723,0.910860656,"Not Specific","Not Specific"
"763","C5084","Palmitic Acid ethyl ester",1.077335375,0.889344262,"Not Specific","Not Specific"
"764","C5107","Palmitic Acid methyl ester",1.197039306,0.879303279,"Not Specific","Not Specific"
"765","C5125","HQNO",0.778968862,0.971106557,"Not Specific","Not Specific"
"766","C5152","1-Methylnicotinamide (chloride)",1.039816233,0.978278689,"Not Specific","Not Specific"
"767","C5167","Fusidic Acid (sodium salt)",1.036242981,0.906557377,"Not Specific","Not Specific"
"768","C5175","4-Aminobenzoic acid hydrazide",1.025523226,0.916598361,"Not Specific","Not Specific"
"769","C5211","Isovaleroylglycine",1.063042369,0.862090164,"Not Specific","Not Specific"
"770","C5222","Ingenol",0.94691169,0.912295082,"Not Specific","Not Specific"
"771","C5242","Citicoline (sodium salt)",1.084481879,1.034221311,"Not Specific","Not Specific"
"772","C5268","Lanosterol",0.864726901,0.966803279,"Not Specific","Not Specific"
"773","C5277","trans-trismethoxy Resveratrol",0.929045431,0.879303279,"Not Specific","Not Specific"
"774","C5297","Morin",0.993363961,0.847745902,"Not Specific","Not Specific"
"775","C5378","Cefixime",1.080908627,0.905122951,"Not Specific","Not Specific"
"776","C5386","N-Acetylserotonin",1.055895865,0.900819672,"Not Specific","Not Specific"
"777","C5419","tetrahydro-L-Biopterin (hydrochloride)",0.991577335,0.949590164,"Not Specific","Not Specific"
"778","C5423","Tridecanoic Acid",1.096988259,0.877868852,"Not Specific","Not Specific"
"779","C5438","Heptadecanoic Acid",1.009443594,0.986885246,"Not Specific","Not Specific"
"780","C5443","Palmitoleic Acid",1.041602859,0.910860656,"Not Specific","Not Specific"
"781","C5468","Undecanoic Acid",0.966564574,0.979713115,"Not Specific","Not Specific"
"782","C5503","Kasugamycin (hydrochloride)",1.168453292,1.174795082,"Not Specific","Not Specific"
"783","C5505","β-Elemene",1.046962736,0.968237705,"Not Specific","Not Specific"
"784","C5512","Phenylacetyl L-Glutamine",0.896886166,0.958196721,"Not Specific","Not Specific"
"785","C5518","γ-Linolenic Acid",1.036242981,1.017008197,"Not Specific","Not Specific"
"786","C5527","Elaidic Acid",0.950484941,0.885040984,"Not Specific","Not Specific"
"787","C5543","Pleuromutilin",0.762889229,0.976844262,"Not Specific","Not Specific"
"788","C5580","Raceanisodamine",0.782542113,0.943852459,"Not Specific","Not Specific"
"789","C5593","Cefsulodin (sodium salt)",0.964777948,0.981147541,"Not Specific","Not Specific"
"790","C5616","Phytol",0.759315978,1.004098361,"Not Specific","Not Specific"
"791","C5621","Spectinomycin (hydrochloride hydrate)",0.854007147,0.907991803,"Not Specific","Not Specific"
"792","C5638","13(Z)-Docosenoic Acid",0.827207759,1.006967213,"Not Specific","Not Specific"
"793","C5652","Folinic Acid (calcium salt)",0.965710848,1.035578355,"Not Specific","Not Specific"
"794","C5679","N-acetyl-D-Glucosamine",1.042711049,0.995035578,"Not Specific","Not Specific"
"795","C5686","Hydroxymethyl Uracil",0.975335873,0.964918087,"Not Specific","Not Specific"
"796","C5727","N-butyryl-L-Homoserine lactone",1.130940445,0.956809532,"Not Specific","Not Specific"
"797","C5734","Trimipramine (maleate)",1.127732103,0.920900215,"Not Specific","Not Specific"
"798","C5753","1-methyl Adenosine",1.028273511,1.02515307,"Not Specific","Not Specific"
"799","C5755","(S)-Naproxen",1.148586324,0.92900877,"Not Specific","Not Specific"
"800","C5792","3-hydroxy Anthranilic Acid",0.943252456,0.891941089,"Not Specific","Not Specific"
"801","C5847","Lutein",0.933627431,0.92669204,"Not Specific","Not Specific"
"802","C6100","Glycine",0.890314819,1.020519609,"Not Specific","Not Specific"
"803","C6101","L-Proline",0.943252456,1.051795466,"Not Specific","Not Specific"
"804","C6102","p-Hydroxybenzaldehyde",1.17906557,0.92900877,"Not Specific","Not Specific"
"805","C6103","L-Valine",0.907960698,1.0274698,"Not Specific","Not Specific"
"806","C6104","L-Leucine",0.827752156,0.974185007,"Not Specific","Not Specific"
"807","C6105","L-Tryptophan",1.143773812,0.954492802,"Not Specific","Not Specific"
"808","C6107","p-Anisaldehyde",1.166232204,1.008935959,"Not Specific","Not Specific"
"809","C6108","L-Alanine",1.029877682,1.04137018,"Not Specific","Not Specific"
"810","C6110","(S)-Glutamic acid",1.130940445,1.007777594,"Not Specific","Not Specific"
"811","C6111","(2S,3S)-2-Amino-3-methylpentanoic acid",0.973731702,0.986927023,"Not Specific","Not Specific"
"812","C6112","L-Hydroxyproline",0.93041909,1.046003641,"Not Specific","Not Specific"
"813","C6113","L-Methionine",0.984960898,1.028628165,"Not Specific","Not Specific"
"814","C6114","beta-Alanine",0.936835773,0.999669039,"Not Specific","Not Specific"
"815","C6116","Benzophenone",1.225586525,0.968393182,"Not Specific","Not Specific"
"816","C6118","Benzyl alcohol",0.962502507,0.989243753,"Not Specific","Not Specific"
"817","C6119","D-Alanine",0.957689994,0.969551547,"Not Specific","Not Specific"
"818","C6120","2-Picolinic acid",1.175857229,0.951017706,"Not Specific","Not Specific"
"819","C6122","L(+)-Ornithine hydrochloride",1.17906557,0.937117326,"Not Specific","Not Specific"
"820","C6124","Methylparaben",1.069981953,0.954492802,"Not Specific","Not Specific"
"821","C6125","L-Histidine",1.058752757,0.977660103,"Not Specific","Not Specific"
"822","C6127","L-Threonine",0.922398235,0.997352308,"Not Specific","Not Specific"
"823","C6130","D-Proline",0.967315019,1.0274698,"Not Specific","Not Specific"
"824","C6131","L-Pyroglutamic acid",1.034690195,1.040211815,"Not Specific","Not Specific"
"825","C6132","D-Tartaric acid",0.999398436,1.055270561,"Not Specific","Not Specific"
"826","C6133","4-Aminophenol",1.199919791,0.92669204,"Not Specific","Not Specific"
"827","C6134","L-Lysine hydrochloride",1.071586124,1.004302499,"Not Specific","Not Specific"
"828","C6135","Isonicotinic acid",1.280128334,0.996193943,"Not Specific","Not Specific"
"829","C6136","Resorcinol",1.57689994,0.940592421,"Not Specific","Not Specific"
"830","C6137","DL-Serine",1.522358131,0.996193943,"Not Specific","Not Specific"
"831","C6139","Cinnamaldehyde",1.55764989,0.993877213,"Not Specific","Not Specific"
"832","C6145","3-Hydroxybenzaldehyde",1.453378785,0.970709912,"Not Specific","Not Specific"
"833","C6149","Thymol",1.395628634,0.971868277,"Not Specific","Not Specific"
"834","C6150","D-Aspartic acid",1.272107479,1.005460864,"Not Specific","Not Specific"
"835","C6152","2'-Hydroxyacetophenone",1.084419491,0.955651167,"Not Specific","Not Specific"
"836","C6153","L(+)-2-Aminobutyric acid",0.895127331,1.047162006,"Not Specific","Not Specific"
"837","C6154","Sesamol",1.065169441,0.902366374,"Not Specific","Not Specific"
"838","C6156","2-Hydroxypyridine",0.986565069,0.996193943,"Not Specific","Not Specific"
"839","C6159","N-Acetyl-L-leucine",1.284940846,0.959126262,"Not Specific","Not Specific"
"840","C6160","2-Naphthol",1.583316623,0.954492802,"Not Specific","Not Specific"
"841","C6165","4-Hydroxybenzyl alcohol",1.559254061,0.946384246,"Not Specific","Not Specific"
"842","C6171","Propylparaben",1.493483056,0.944067516,"Not Specific","Not Specific"
"843","C6172","2,4-Dihydroxybenzoic acid",1.50150391,0.91974185,"Not Specific","Not Specific"
"844","C6173","3-(4-Hydroxyphenyl)propionic acid",1.515941448,0.976501738,"Not Specific","Not Specific"
"845","C6174","2,6-Dihydroxybenzoic acid",1.233607379,0.970709912,"Not Specific","Not Specific"
"846","C6176","N-Acetylglycine",0.79887708,1.006619229,"Not Specific","Not Specific"
"847","C6177","L-Asparagine",0.904752356,0.990402118,"Not Specific","Not Specific"
"848","C6178","Butylparaben",1.095648687,0.982293563,"Not Specific","Not Specific"
"849","C6180","Benzyl benzoate",1.018648486,1.001985769,"Not Specific","Not Specific"
"850","C6184","3-Methylindole",1.289753359,0.992718848,"Not Specific","Not Specific"
"851","C6190","Methyl salicylate",1.493483056,0.940592421,"Not Specific","Not Specific"
"852","C6192","L-Menthol",1.884900742,0.920900215,"Not Specific","Not Specific"
"853","C6194","D-Glucurone",1.530378985,0.960284627,"Not Specific","Not Specific"
"854","C6195","1,3-Acetonedicarboxylic acid",1.583316623,0.927850405,"Not Specific","Not Specific"
"855","C6196","4-Methoxyphenylacetic acid",1.355524363,0.92900877,"Not Specific","Not Specific"
"856","C6199","Salicylamide",1.222378183,0.976501738,"Not Specific","Not Specific"
"857","C6203","Malic acid",0.948064969,0.940592421,"Not Specific","Not Specific"
"858","C6206","delta-Gluconolactone",0.875877281,0.966076452,"Not Specific","Not Specific"
"859","C6207","o-Toluic acid",1.103669541,0.92437531,"Not Specific","Not Specific"
"860","C6210","3-Hydroxy-2-methyl-4H-pyran-4-one",0.928814919,0.946384246,"Not Specific","Not Specific"
"861","C6211","1,3,5-Trimethoxybenzene",1.265690796,0.961442992,"Not Specific","Not Specific"
"862","C6212","beta-D-(-)-Arabinose",1.06356527,0.911633295,"Not Specific","Not Specific"
"863","C6214","D-Pyroglutamic acid",0.952877481,0.916266755,"Not Specific","Not Specific"
"864","C6215","Levulinic acid",1.039502707,0.938275691,"Not Specific","Not Specific"
"865","C6216","L(-)-Pipecolinic acid",0.996190094,0.898891279,"Not Specific","Not Specific"
"866","C6221","2,5-Dimethyl pyrazine",1.118107078,0.923216945,"Not Specific","Not Specific"
"867","C6223","4-Nitrophenol",1.074794466,0.876882343,"Not Specific","Not Specific"
"868","C6224","1,4-Benzoquinone",1.039502707,0.889624359,"Not Specific","Not Specific"
"869","C6225","Melamine",0.989773411,0.951017706,"Not Specific","Not Specific"
"870","C6231","DL-Mandelic acid",1.151794666,0.485354956,"Not Specific","Specific"
"871","C6234","Dexpanthenol",1.151794666,0.689227205,"Not Specific","Specific"
"872","C6237","D-2-Aminobutyric acid",0.989773411,0.837497931,"Not Specific","Not Specific"
"873","C6240","(3,4-Dimethoxyphenyl)acetic acid",1.04431522,0.918583485,"Not Specific","Not Specific"
"874","C6242","2-Aminoisobutyric Acid",1.225586525,0.916266755,"Not Specific","Not Specific"
"875","C6244","Carvacrol",1.148586324,0.927850405,"Not Specific","Not Specific"
"876","C6245","5-Methyl furfural",1.052336074,0.942909151,"Not Specific","Not Specific"
"877","C6248","2,5-Furandicarboxylic acid",0.967315019,0.9081582,"Not Specific","Not Specific"
"878","C6250","2-Pyrrolidinone",0.837377181,0.931325501,"Not Specific","Not Specific"
"879","C6252","N-Acetyl-DL-methionine",0.867856427,0.916266755,"Not Specific","Not Specific"
"880","C6254","2-Furoic acid",0.827752156,0.951017706,"Not Specific","Not Specific"
"881","C6257","5-Amino-4-imidazolecarboxamide",1.278597786,1.032936078,"Not Specific","Not Specific"
"882","C6258","o-Cresol",1.166051661,0.951029252,"Not Specific","Not Specific"
"883","C6259","Benzyl acetate",1.062730627,0.89035753,"Not Specific","Not Specific"
"884","C6262","3-Methoxybenzoic acid",1.040590406,0.861538462,"Not Specific","Not Specific"
"885","C6263","N-Acetyl-L-phenylalanine",1.086715867,0.973781148,"Not Specific","Not Specific"
"886","C6264","3-Hydroxy-2-butanone",1.086715867,0.881256771,"Not Specific","Not Specific"
"887","C6266","3,3-Dimethylacrylic acid",0.937269373,1.002600217,"Not Specific","Not Specific"
"888","C6269","Acetamide",1.086715867,0.92979415,"Not Specific","Not Specific"
"889","C6270","Cyclohexanecarboxylic acid",1.044280443,0.982881907,"Not Specific","Not Specific"
"890","C6271","Pyrocatechol",0.990774908,0.955579632,"Not Specific","Not Specific"
"891","C6272","2,4-Dichlorophenol",0.911439114,0.940411701,"Not Specific","Not Specific"
"892","C6276","Ethyl gallate",1.219557196,0.806933911,"Not Specific","Not Specific"
"893","C6278","Glycylglycine",0.900369004,0.838786566,"Not Specific","Not Specific"
"894","C6279","Geraniol",1.031365314,0.823618635,"Not Specific","Not Specific"
"895","C6280","o-Anisic acid",0.894833948,0.975297941,"Not Specific","Not Specific"
"896","C6281","Tryptamine",0.990774908,0.985915493,"Not Specific","Not Specific"
"897","C6285","Bisphenol A",0.863468635,0.988949079,"Not Specific","Not Specific"
"898","C6287","2-PhenylethylaMine",0.867158672,0.934344529,"Not Specific","Not Specific"
"899","C6289","2-Phenylphenol",0.929889299,0.970747562,"Not Specific","Not Specific"
"900","C6293","Furfural",1.05904059,0.966197183,"Not Specific","Not Specific"
"901","C6296","1,4-Naphthoquinone",1.016605166,0.852437703,"Not Specific","Not Specific"
"902","C6298","Terephthalic acid",0.990774908,0.993499458,"Not Specific","Not Specific"
"903","C6305","Furazolidone",1.177121771,0.81603467,"Not Specific","Not Specific"
"904","C6308","Phthalic acid",0.985239852,0.817551463,"Not Specific","Not Specific"
"905","C6313","m-Cresol",1.012915129,0.894907909,"Not Specific","Not Specific"
"906","C6320","p-Cresol",0.91697417,0.885807151,"Not Specific","Not Specific"
"907","C6321","Pyridoxal 5'-phosphate",0.942804428,0.864572048,"Not Specific","Not Specific"
"908","C6322","D-Glutamine",1.177121771,1.051137595,"Not Specific","Not Specific"
"909","C6326","(R)-(+)-1,2-Dithiolane-3-pentanoic acid",0.981549815,0.917659805,"Not Specific","Not Specific"
"910","C6328","DL-α-Tocopherol",0.883763838,0.931310943,"Not Specific","Not Specific"
"911","C6330","3-Methoxyphenylacetic acid",0.959409594,0.891874323,"Not Specific","Not Specific"
"912","C6333","Cinnamic acid",0.977859779,0.899458288,"Not Specific","Not Specific"
"913","C6336","Guanidineacetic acid",0.935424354,1.017768147,"Not Specific","Not Specific"
"914","C6346","N-Acetyl-L-methionine",1.121771218,1.00411701,"Not Specific","Not Specific"
"915","C6348","Methyl 2-furoate",0.95202952,0.996533044,"Not Specific","Not Specific"
"916","C6353","Cuminaldehyde",1.012915129,0.949512459,"Not Specific","Not Specific"
"917","C6354","D(+)-Pipecolinic acid",1.044280443,0.9843987,"Not Specific","Not Specific"
"918","C6355","2-Undecanone",1.053505535,1.052654388,"Not Specific","Not Specific"
"919","C6357","p-Hydroxy-cinnamic acid",1.20295203,0.960130011,"Not Specific","Not Specific"
"920","C6360","3,4,5-Trimethoxycinnamic acid",1.029520295,1.034452871,"Not Specific","Not Specific"
"921","C6366","Capsaicin",0.763837638,1.022318527,"Not Specific","Not Specific"
"922","C6376","Adenosine 5'-monophosphate monohydrate",0.957564576,1.126977248,"Not Specific","Not Specific"
"923","C6377","Vidarabine monohydrate",0.885608856,1.072372698,"Not Specific","Not Specific"
"924","C6380","Methyl Aminolevulinate Hydrochloride",0.915129151,0.932827736,"Not Specific","Not Specific"
"925","C6381","UTP, Trisodium Salt",1.245387454,1.073889491,"Not Specific","Not Specific"
"926","C6383","Sultamicillin Tosylate",0.878228782,0.970747562,"Not Specific","Not Specific"
"927","C6384","Sultamicillin",0.998154982,0.990465872,"Not Specific","Not Specific"
"928","C6386","Clindamycin alcoholate",1.197416974,1.026868906,"Not Specific","Not Specific"
"929","C6389","Atropine sulfate",1.114391144,0.9843987,"Not Specific","Not Specific"
"930","C6392","Dehydroepiandrosterone acetate",1.169741697,1.092091008,"Not Specific","Not Specific"
"931","C6394","Balofloxacin Dihydrate",1.097785978,1.01928494,"Not Specific","Not Specific"
"932","C6402","Isoproterenol sulfate dihydrate",1.036900369,1.007150596,"Not Specific","Not Specific"
"933","C6407","Triiodothyronine",0.859778598,0.973781148,"Not Specific","Not Specific"
"934","C6419","Scopolamine HBr trihydrate",0.896678967,0.954062839,"Not Specific","Not Specific"
"935","C6421","Creatine monohydrate",0.902214022,0.89035753,"Not Specific","Not Specific"
"936","C6423","Terpinen-4-ol",1.160516605,1.022318527,"Not Specific","Not Specific"
"937","C6424","Octanoic acid",0.996309963,0.955579632,"Not Specific","Not Specific"
"938","C6426","Scopolamine",1,1.063271939,"Not Specific","Not Specific"
"939","C6427","Orcinol",1.225092251,1.054171181,"Not Specific","Not Specific"
"940","C6432","Octenidine (dihydrochloride)",0.767527675,0.523293608,"Not Specific","Not Specific"
"941","C6435","L-Arginine",1.271217712,1.070855905,"Not Specific","Not Specific"
"942","C6436","L-Arginine (hydrochloride)",1.289667897,1.079956663,"Not Specific","Not Specific"
"943","C6437","Camphor",0.981549815,1.075406284,"Not Specific","Not Specific"
"944","C6440","Eptifibatide Acetate",0.918819188,1.020801733,"Not Specific","Not Specific"
"945","C6446","Cinchonine(LA40221)",0.937269373,0.990465872,"Not Specific","Not Specific"
"946","C6447","Naringin Dihydrochalcone",0.817343173,0.844853738,"Not Specific","Not Specific"
"947","C6448","Diammonium Glycyrrhizinate",1.053505535,1.081473456,"Not Specific","Not Specific"
"948","C6453","Vitamin E Acetate",0.961254613,0.998049837,"Not Specific","Not Specific"
"949","C6454","N-Ethylmaleimide (NEM)",1.033210332,1.099674973,"Not Specific","Not Specific"
"950","C6457","Testosterone Enanthate",1.036900369,1.001083424,"Not Specific","Not Specific"
"951","C6460","Levothyroxine sodium",1.10701107,1.002600217,"Not Specific","Not Specific"
"952","C6461","Calcium gluconate",1.027675277,1.082990249,"Not Specific","Not Specific"
"953","C6464","Flavone",1.182656827,0.973781148,"Not Specific","Not Specific"
"954","C6465","(-)-Borneol",1.158671587,0.858504875,"Not Specific","Not Specific"
"955","C6467","Fosfomycin Tromethamine",1.073800738,0.885807151,"Not Specific","Not Specific"
"956","C6469","Ademetionine disulfate tosylate",1.007380074,0.982881907,"Not Specific","Not Specific"
"957","C6470","(+)-Camphor",0.909594096,0.863055255,"Not Specific","Not Specific"
"958","C6477","Ceftizoxime",1.269372694,1.029902492,"Not Specific","Not Specific"
"959","C6478","Cefuroxime axetil",1.15498155,1.040520043,"Not Specific","Not Specific"
"960","C6479","L-Cysteine HCl",1.094095941,1.016251354,"Not Specific","Not Specific"
"961","C6480","Manganese chloride",1.035055351,0.913109426,"Not Specific","Not Specific"
"962","C6484","Squalene",1.317343173,0.935861322,"Not Specific","Not Specific"
"963","C6485","Cefetamet pivoxil hydrochloride",1.232472325,1.001083424,"Not Specific","Not Specific"
"964","C6487","Sulfamethoxazole sodium",1.315498155,0.92979415,"Not Specific","Not Specific"
"965","C6490","Cefotiam hydrochloride",1.167896679,1.014734561,"Not Specific","Not Specific"
"966","C6502","Geranyl acetate",1.23800738,0.926760563,"Not Specific","Not Specific"
"967","C6508","Diaveridine",1.175276753,0.911592633,"Not Specific","Not Specific"
